questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,Donald Glover,Donald Glover at the Gucci Cruise 2018 fashion show,Donald Glover at the Gucci Cruise 2018 fashion show Which word(s) correspond to the person in the sentence? Answer: Donald Glover,person,O_1392.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,NBA Finals Game 3 ratings up 22 percent from last year,NBA Finals Game 3 ratings up 22 percent from last year Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_8280.jpg
 Which word(s) correspond to the person in the sentence? ,Blake Shelton,Blake Shelton sure is popular among the spam email crowds,Blake Shelton sure is popular among the spam email crowds Which word(s) correspond to the person in the sentence? Answer: Blake Shelton,person,O_1999.jpg
 Which word(s) correspond to the person in the sentence? ,Loretta Lynch,Happy Anniversary to Loretta Lynch and Bill Clinton # SnakesOnPlane # MorningJoe,Happy Anniversary to Loretta Lynch and Bill Clinton # SnakesOnPlane # MorningJoe Which word(s) correspond to the person in the sentence? Answer: Loretta Lynch,person,O_2866.jpg
 Which word(s) correspond to the person in the sentence? ,Marco Rubio,Marco Rubio enlists Ivanka Trump to promote proposal for a new enhanced child tax credit,Marco Rubio enlists Ivanka Trump to promote proposal for a new enhanced child tax credit Which word(s) correspond to the person in the sentence? Answer: Marco Rubio,person,O_3175.jpg
 Which word(s) correspond to the person in the sentence? ,BARACK OBAMA,BARACK OBAMA : THE ONLY BLACK PEOPLE YOU HAVE HELPED ARE YOU AND YOUR FAMILY . THE REST OF US ARE WORSE OFF THAN WHEN,BARACK OBAMA : THE ONLY BLACK PEOPLE YOU HAVE HELPED ARE YOU AND YOUR FAMILY . THE REST OF US ARE WORSE OFF THAN WHEN Which word(s) correspond to the person in the sentence? Answer: BARACK OBAMA,person,O_170.jpg
 Which word(s) correspond to the person in the sentence? ,mi55rrm,@ mi55rrm Run your own fantasy sports website including # NFL ! Check out,@ mi55rrm Run your own fantasy sports website including # NFL ! Check out Which word(s) correspond to the person in the sentence? Answer: mi55rrm,person,17_06_9830.jpg
 Which word(s) correspond to the person in the sentence? ,kanjiimbugua,. @ kanjiimbugua Takes The Stage At # TheLockDownConcert,. @ kanjiimbugua Takes The Stage At # TheLockDownConcert Which word(s) correspond to the person in the sentence? Answer: kanjiimbugua,person,17_06_649.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber joined Skrillex at @ XSlasvegas over the weekend,Justin Bieber joined Skrillex at @ XSlasvegas over the weekend Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_4803.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,# MLB Milwaukee # Brewers ’ Jimmy Nelson a bright spot in league ’ s worst rotation,# MLB Milwaukee # Brewers ’ Jimmy Nelson a bright spot in league ’ s worst rotation Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,16_05_30_1053.jpg
 Which word(s) correspond to the organization in the sentence? ,Premier League,Premier League free transfers : Terry Chelsea exit official,Premier League free transfers : Terry Chelsea exit official Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,17_06_7971.jpg
 Which word(s) correspond to the location in the sentence? ,Mexico,One Of Mexico ’ s Top Soccer Players Has Been Kidnapped,One Of Mexico ’ s Top Soccer Players Has Been Kidnapped Which word(s) correspond to the location in the sentence? Answer: Mexico,location,16_05_29_209.jpg
 Which word(s) correspond to the person in the sentence? ,Morrissey,The first concert I had ever been to was a Morrissey concert . The crowd was moshing so he abandoned us mid set .,The first concert I had ever been to was a Morrissey concert . The crowd was moshing so he abandoned us mid set . Which word(s) correspond to the person in the sentence? Answer: Morrissey,person,16_05_22_814.jpg
 Which word(s) correspond to the person in the sentence? ,jakebugg,🎤 @ jakebugg concert tixs for Sep 13 at The Wiltern in Los Angeles,🎤 @ jakebugg concert tixs for Sep 13 at The Wiltern in Los Angeles Which word(s) correspond to the person in the sentence? Answer: jakebugg,person,16_05_10_893.jpg
 Which word(s) correspond to the person in the sentence? ,Michelle Obama,Michelle Obama looks like a man . . . A oddly attractive man,Michelle Obama looks like a man . . . A oddly attractive man Which word(s) correspond to the person in the sentence? Answer: Michelle Obama,person,O_2009.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Jidai Festival Matsuri,The stunning colours and costumes of the Jidai Matsuri Festival in Kyoto . A,The stunning colours and costumes of the Jidai Matsuri Festival in Kyoto . A Which word(s) correspond to the misceallonous entity in the sentence? Answer: Jidai Festival Matsuri,misceallonous entity,16_05_17_673.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,London Architecture of Festival,10 events that are not to be missed at London Festival of Architecture 2017,10 events that are not to be missed at London Festival of Architecture 2017 Which word(s) correspond to the misceallonous entity in the sentence? Answer: London Architecture of Festival,misceallonous entity,17_06_15378.jpg
 Which word(s) correspond to the person in the sentence? ,Emma Thompson,"Emma Thompson has had enough with social media celebrities who "" can ' t act ""","Emma Thompson has had enough with social media celebrities who "" can ' t act "" Which word(s) correspond to the person in the sentence? Answer: Emma Thompson",person,O_4470.jpg
 Which word(s) correspond to the person in the sentence? ,sherrywagner,Mine and @ sherrywagner ' s little baseball player turned FOUR months yesterday ! I love this little boy !,Mine and @ sherrywagner ' s little baseball player turned FOUR months yesterday ! I love this little boy ! Which word(s) correspond to the person in the sentence? Answer: sherrywagner,person,16_05_10_526.jpg
 Which word(s) correspond to the person in the sentence? ,Wes Morgan,I ' ve just witnessed Wes Morgan lift a premier league title . Football really is bonkers .,I ' ve just witnessed Wes Morgan lift a premier league title . Football really is bonkers . Which word(s) correspond to the person in the sentence? Answer: Wes Morgan,person,16_05_07_750.jpg
 Which word(s) correspond to the organization in the sentence? ,Nfl,Nfl sunday ticket adds live streaming to its base package # news # tech # science,Nfl sunday ticket adds live streaming to its base package # news # tech # science Which word(s) correspond to the organization in the sentence? Answer: Nfl,organization,16_05_01_414.jpg
 Which word(s) correspond to the person in the sentence? ,Robert Pattinson,Looking at these hot Robert Pattinson GIFs is the best thing you can do for your health :,Looking at these hot Robert Pattinson GIFs is the best thing you can do for your health : Which word(s) correspond to the person in the sentence? Answer: Robert Pattinson,person,O_3514.jpg
 Which word(s) correspond to the location in the sentence? ,Madrid,"Madrid ´ s Royal Theatre ( @ Teatro_Real ) upcoming events ( # concerts , visits . . )","Madrid ´ s Royal Theatre ( @ Teatro_Real ) upcoming events ( # concerts , visits . . ) Which word(s) correspond to the location in the sentence? Answer: Madrid",location,17_06_11681.jpg
 Which word(s) correspond to the organization in the sentence? ,Kingsmen,BASEBALL SECTIONAL : Kingsmen hold a 2 - run lead on Northridge after 5 .,BASEBALL SECTIONAL : Kingsmen hold a 2 - run lead on Northridge after 5 . Which word(s) correspond to the organization in the sentence? Answer: Kingsmen,organization,16_05_28_590.jpg
 Which word(s) correspond to the person in the sentence? ,Steve Jobs,Steve Jobs : don ' t start a business unless there ' s ' a wrong that you want to right ',Steve Jobs : don ' t start a business unless there ' s ' a wrong that you want to right ' Which word(s) correspond to the person in the sentence? Answer: Steve Jobs,person,O_4165.jpg
 Which word(s) correspond to the organization in the sentence? ,welshlabour,@ welshlabour @ cardiffnorth15 the only letter I received this am off David Cameron ! # VoteLabour,@ welshlabour @ cardiffnorth15 the only letter I received this am off David Cameron ! # VoteLabour Which word(s) correspond to the organization in the sentence? Answer: welshlabour,organization,O_4839.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"Justin Bieber lip syncs to Taylor Swift ' s "" Teardrops on My Guitar ""","Justin Bieber lip syncs to Taylor Swift ' s "" Teardrops on My Guitar "" Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_1146.jpg
 Which word(s) correspond to the person in the sentence? ,lil b,lil b look like he ' s becoming his own lawyer to sue all the rappers that jacked his swag,lil b look like he ' s becoming his own lawyer to sue all the rappers that jacked his swag Which word(s) correspond to the person in the sentence? Answer: lil b,person,O_2473.jpg
 Which word(s) correspond to the person in the sentence? ,Al Pacino,Report : Al Pacino to play Joe Paterno in HBO movie about Penn State scandal,Report : Al Pacino to play Joe Paterno in HBO movie about Penn State scandal Which word(s) correspond to the person in the sentence? Answer: Al Pacino,person,O_3570.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Photos of Justin Bieber playing some soccer yesterday in France . ( June 24 ),Photos of Justin Bieber playing some soccer yesterday in France . ( June 24 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_3810.jpg
 Which word(s) correspond to the person in the sentence? ,EMMA WATSON,EMMA WATSON IS MOST DEFINITELY THE BEST PERSON ALIVE,EMMA WATSON IS MOST DEFINITELY THE BEST PERSON ALIVE Which word(s) correspond to the person in the sentence? Answer: EMMA WATSON,person,O_4145.jpg
 Which word(s) correspond to the organization in the sentence? ,Rangers,Hear @ Rangers baseball tonight at 7 : 05 on The Zone !,Hear @ Rangers baseball tonight at 7 : 05 on The Zone ! Which word(s) correspond to the organization in the sentence? Answer: Rangers,organization,17_06_1242.jpg
 Which word(s) correspond to the organization in the sentence? ,Penguins,Penguins sticking with rookie Murray in Game 6 vs . Capitals # nhl,Penguins sticking with rookie Murray in Game 6 vs . Capitals # nhl Which word(s) correspond to the organization in the sentence? Answer: Penguins,organization,16_05_09_716.jpg
 Which word(s) correspond to the person in the sentence? ,danielhowell,Happy birthday @ danielhowell ! Here is a photo of you gracefully losing at Mario Kart 🎈 🎉,Happy birthday @ danielhowell ! Here is a photo of you gracefully losing at Mario Kart 🎈 🎉 Which word(s) correspond to the person in the sentence? Answer: danielhowell,person,O_340.jpg
 Which word(s) correspond to the person in the sentence? ,Harry Potter,Harry Potter was saved by a mothers love more than once .,Harry Potter was saved by a mothers love more than once . Which word(s) correspond to the person in the sentence? Answer: Harry Potter,person,O_4531.jpg
 Which word(s) correspond to the organization in the sentence? ,NBATV,NBATV : . Warriors coach Steve Kerr takes the podium following a Game 4 loss . . . …,NBATV : . Warriors coach Steve Kerr takes the podium following a Game 4 loss . . . … Which word(s) correspond to the organization in the sentence? Answer: NBATV,organization,16_05_24_652.jpg
 Which word(s) correspond to the person in the sentence? ,justin bieber,if u guys dont know messkena is an grilled cheese obsessed justin bieber fan who is soooo annoying and messy,if u guys dont know messkena is an grilled cheese obsessed justin bieber fan who is soooo annoying and messy Which word(s) correspond to the person in the sentence? Answer: justin bieber,person,O_4402.jpg
 Which word(s) correspond to the person in the sentence? ,Dylan Larkin,# NHLPlayoffs Dylan Larkin unanimous choice as Red Wings rookie of year . . . # RedWings,# NHLPlayoffs Dylan Larkin unanimous choice as Red Wings rookie of year . . . # RedWings Which word(s) correspond to the person in the sentence? Answer: Dylan Larkin,person,16_05_26_188.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Hair,"My # TeenChoice nominee for # ChoicePartySong is "" Hair "" by Little Mix feat Sean Paul @ TeenChoiceFOX","My # TeenChoice nominee for # ChoicePartySong is "" Hair "" by Little Mix feat Sean Paul @ TeenChoiceFOX Which word(s) correspond to the misceallonous entity in the sentence? Answer: Hair",misceallonous entity,O_2275.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,Can someone please shoot a horror movie here ? Or like a Harry Potter spinoff ?,Can someone please shoot a horror movie here ? Or like a Harry Potter spinoff ? Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter,misceallonous entity,O_1903.jpg
 Which word(s) correspond to the person in the sentence? ,Steph,Steph not letting up as he adds another 3 ! ! ! # NBAFinal,Steph not letting up as he adds another 3 ! ! ! # NBAFinal Which word(s) correspond to the person in the sentence? Answer: Steph,person,17_06_2233.jpg
 Which word(s) correspond to the person in the sentence? ,Jennifer Lopez,"Jennifer Lopez photographed by Michael Thompson , W Magazine August 2000","Jennifer Lopez photographed by Michael Thompson , W Magazine August 2000 Which word(s) correspond to the person in the sentence? Answer: Jennifer Lopez",person,O_1597.jpg
 Which word(s) correspond to the person in the sentence? ,MJ,MJ ' s eyes just sparkling ! ! This is what basketball does to man 🏀,MJ ' s eyes just sparkling ! ! This is what basketball does to man 🏀 Which word(s) correspond to the person in the sentence? Answer: MJ,person,16_05_03_237.jpg
 Which word(s) correspond to the person in the sentence? ,Melania Trump,Melania Trump WITCH SLAPS Michelle Obama In A Rant Tha . . .,Melania Trump WITCH SLAPS Michelle Obama In A Rant Tha . . . Which word(s) correspond to the person in the sentence? Answer: Melania Trump,person,O_4317.jpg
 Which word(s) correspond to the person in the sentence? ,Jim Tomsula,Jim Tomsula : # JarrydHayne ' represented himself well ' in first NFL start # JarrydHayne,Jim Tomsula : # JarrydHayne ' represented himself well ' in first NFL start # JarrydHayne Which word(s) correspond to the person in the sentence? Answer: Jim Tomsula,person,17_06_15117.jpg
 Which word(s) correspond to the person in the sentence? ,Kim Kardashian,# gidinigeria Kim Kardashian dazzles in gold as she attends Vogue Festival with Kanye,# gidinigeria Kim Kardashian dazzles in gold as she attends Vogue Festival with Kanye Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,person,16_05_21_1069.jpg
 Which word(s) correspond to the organization in the sentence? ,Baggie,"This what football should be about , as a Baggie fan I will walk with you . , you will never Walk alone","This what football should be about , as a Baggie fan I will walk with you . , you will never Walk alone Which word(s) correspond to the organization in the sentence? Answer: Baggie",organization,16_05_14_927.jpg
 Which word(s) correspond to the person in the sentence? ,BRUNO MARS,MY MOM IS SO DRUNK AT THE BRUNO MARS CONCERT TONIGHT,MY MOM IS SO DRUNK AT THE BRUNO MARS CONCERT TONIGHT Which word(s) correspond to the person in the sentence? Answer: BRUNO MARS,person,O_2973.jpg
 Which word(s) correspond to the person in the sentence? ,Draymond,Draymond fires back at Russell Westbrook who said his kick was on purpose 😤,Draymond fires back at Russell Westbrook who said his kick was on purpose 😤 Which word(s) correspond to the person in the sentence? Answer: Draymond,person,O_4916.jpg
 Which word(s) correspond to the person in the sentence? ,BTS,K - pop boyband BTS scores own Twitter emoji and ( accidental ) love from Justin Timberlake,K - pop boyband BTS scores own Twitter emoji and ( accidental ) love from Justin Timberlake Which word(s) correspond to the person in the sentence? Answer: BTS,person,O_1795.jpg
 Which word(s) correspond to the person in the sentence? ,Adam Smith,"Wishing a very happy birthday to Adam Smith , born on this day in 1723 !","Wishing a very happy birthday to Adam Smith , born on this day in 1723 ! Which word(s) correspond to the person in the sentence? Answer: Adam Smith",person,O_1064.jpg
 Which word(s) correspond to the person in the sentence? ,Steve Carell,Steve Carell Gets Served by Emma Stone in Battle of the Sexes Trailer,Steve Carell Gets Served by Emma Stone in Battle of the Sexes Trailer Which word(s) correspond to the person in the sentence? Answer: Steve Carell,person,O_422.jpg
 Which word(s) correspond to the person in the sentence? ,DONALD TRUMP,BREAKING : DONALD TRUMP HAS OFFICIALLY SURPASSED 1237 DELEGATES ! !,BREAKING : DONALD TRUMP HAS OFFICIALLY SURPASSED 1237 DELEGATES ! ! Which word(s) correspond to the person in the sentence? Answer: DONALD TRUMP,person,O_2039.jpg
 Which word(s) correspond to the person in the sentence? ,Ravi,I wonder if someone did not get wet at Ravi ' s concert 💧 💧 💧 💧 # REAL1ZE_PROJECT 🌊 🌊 🌊,I wonder if someone did not get wet at Ravi ' s concert 💧 💧 💧 💧 # REAL1ZE_PROJECT 🌊 🌊 🌊 Which word(s) correspond to the person in the sentence? Answer: Ravi,person,17_01_9187.jpg
 Which word(s) correspond to the person in the sentence? ,Bruno Mars,Seriously relating to my 13 year old self and Bruno Mars rn x inspirational x,Seriously relating to my 13 year old self and Bruno Mars rn x inspirational x Which word(s) correspond to the person in the sentence? Answer: Bruno Mars,person,O_2570.jpg
 Which word(s) correspond to the person in the sentence? ,Yoongi,Yoongi trying to find new ways to say he walked past nicki minaj and lil wayne,Yoongi trying to find new ways to say he walked past nicki minaj and lil wayne Which word(s) correspond to the person in the sentence? Answer: Yoongi,person,O_3263.jpg
 Which word(s) correspond to the person in the sentence? ,Snoop Dogg,This what happens when I ask my dad to go to a Snoop Dogg concert,This what happens when I ask my dad to go to a Snoop Dogg concert Which word(s) correspond to the person in the sentence? Answer: Snoop Dogg,person,16_05_11_667.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,"Lady Gaga , Ariana Grande and more speak out in support of Kesha # Kesha","Lady Gaga , Ariana Grande and more speak out in support of Kesha # Kesha Which word(s) correspond to the person in the sentence? Answer: Lady Gaga",person,O_3544.jpg
 Which word(s) correspond to the person in the sentence? ,Navas,Medical examinations governing Navas confirmed that he was suffering from an inflammation of the Achilles tendon .,Medical examinations governing Navas confirmed that he was suffering from an inflammation of the Achilles tendon . Which word(s) correspond to the person in the sentence? Answer: Navas,person,16_05_31_824.jpg
 Which word(s) correspond to the person in the sentence? ,Beyonce,Girlfriend Come see me Me I ' m at a Beyonce and Jay - Z concert I can ' t Girlfriend I ' m off my period Me,Girlfriend Come see me Me I ' m at a Beyonce and Jay - Z concert I can ' t Girlfriend I ' m off my period Me Which word(s) correspond to the person in the sentence? Answer: Beyonce,person,16_05_22_987.jpg
 Which word(s) correspond to the person in the sentence? ,emma watson,emma watson ' s calvin klein dress was made out of recycled plastic bottles and she absolutely killed it # MetGala,emma watson ' s calvin klein dress was made out of recycled plastic bottles and she absolutely killed it # MetGala Which word(s) correspond to the person in the sentence? Answer: emma watson,person,O_4307.jpg
 Which word(s) correspond to the organization in the sentence? ,Spurs,"With only 2 picks left before the # Spurs , here ' s the top 10 remaining prospects in the draft # NBA # NBADraft","With only 2 picks left before the # Spurs , here ' s the top 10 remaining prospects in the draft # NBA # NBADraft Which word(s) correspond to the organization in the sentence? Answer: Spurs",organization,17_06_13627.jpg
 Which word(s) correspond to the person in the sentence? ,Iggy Azalea,Photos : Iggy Azalea wows concert audience with her curves,Photos : Iggy Azalea wows concert audience with her curves Which word(s) correspond to the person in the sentence? Answer: Iggy Azalea,person,16_05_17_386.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,BREAKING NEWS : Kevin Durant has signed with the Pittsburgh Penguins !,BREAKING NEWS : Kevin Durant has signed with the Pittsburgh Penguins ! Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_547.jpg
 Which word(s) correspond to the organization in the sentence? ,ShipURaiders,"GAME STORY : @ ShipURaiders women ' s basketball extends streak to eight , beats @ ESUWarriors -","GAME STORY : @ ShipURaiders women ' s basketball extends streak to eight , beats @ ESUWarriors - Which word(s) correspond to the organization in the sentence? Answer: ShipURaiders",organization,17_01_4096.jpg
 Which word(s) correspond to the organization in the sentence? ,St Cat .,St . Cat ' s earns first baseball victory of season 7 - 4 over St Joe ' s . Jack Letsch throws complete game for the win !,St . Cat ' s earns first baseball victory of season 7 - 4 over St Joe ' s . Jack Letsch throws complete game for the win ! Which word(s) correspond to the organization in the sentence? Answer: St Cat .,organization,16_05_05_742.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump ' s son in law is helping Bernie Sanders with the news paper he owns . # HillaryClinton,Donald Trump ' s son in law is helping Bernie Sanders with the news paper he owns . # HillaryClinton Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3954.jpg
 Which word(s) correspond to the location in the sentence? ,Jackson County,Are you guys ready for # concertsonthecreek ? 2 weeks away from summer music in Jackson County .,Are you guys ready for # concertsonthecreek ? 2 weeks away from summer music in Jackson County . Which word(s) correspond to the location in the sentence? Answer: Jackson County,location,16_05_13_565.jpg
 Which word(s) correspond to the person in the sentence? ,Louis K . C,"Louis C . K . won $ 50,000 for a charity on # Jeopardy ! , and was delightfully awkward :","Louis C . K . won $ 50,000 for a charity on # Jeopardy ! , and was delightfully awkward : Which word(s) correspond to the person in the sentence? Answer: Louis K . C",person,O_1871.jpg
 Which word(s) correspond to the person in the sentence? ,Estrada21Karla,"Congratulations for a successful concert , Queen Mother ! 👑 @ Estrada21Karla # QueenMotherKarlaInConcert","Congratulations for a successful concert , Queen Mother ! 👑 @ Estrada21Karla # QueenMotherKarlaInConcert Which word(s) correspond to the person in the sentence? Answer: Estrada21Karla",person,16_05_01_596.jpg
 Which word(s) correspond to the organization in the sentence? ,Golden Warriors State,Golden State Warriors win NBA championship against Cleveland Cavaliers,Golden State Warriors win NBA championship against Cleveland Cavaliers Which word(s) correspond to the organization in the sentence? Answer: Golden Warriors State,organization,17_06_4452.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Livermore Festival Beer Craft Valley,Shadow Puppet at the Livermore Valley Craft Beer Festival . Great event for a good cause .,Shadow Puppet at the Livermore Valley Craft Beer Festival . Great event for a good cause . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Livermore Festival Beer Craft Valley,misceallonous entity,16_05_15_297.jpg
 Which word(s) correspond to the person in the sentence? ,ClassicDadMoves,@ ClassicDadMoves broke out the umbrella hat for the parade,@ ClassicDadMoves broke out the umbrella hat for the parade Which word(s) correspond to the person in the sentence? Answer: ClassicDadMoves,person,17_06_10345.jpg
 Which word(s) correspond to the organization in the sentence? ,Facebook,The director of the film festival just made this Facebook post 😩 💙 🙏,The director of the film festival just made this Facebook post 😩 💙 🙏 Which word(s) correspond to the organization in the sentence? Answer: Facebook,organization,16_05_15_724.jpg
 Which word(s) correspond to the person in the sentence? ,MonaShoresBand,Outstanding band concert @ MonaShoresBand @ Jayboyden @ CoachBrownMSB @ MSMSBands you should all be very proud !,Outstanding band concert @ MonaShoresBand @ Jayboyden @ CoachBrownMSB @ MSMSBands you should all be very proud ! Which word(s) correspond to the person in the sentence? Answer: MonaShoresBand,person,16_05_01_803.jpg
 Which word(s) correspond to the person in the sentence? ,Steve Jobs,God damn it . Steve Jobs is alive and well . @ burnie,God damn it . Steve Jobs is alive and well . @ burnie Which word(s) correspond to the person in the sentence? Answer: Steve Jobs,person,O_55.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,NBA commissioner Adam Silver has issued a statement on the death of Bryce DeJean - Jones .,NBA commissioner Adam Silver has issued a statement on the death of Bryce DeJean - Jones . Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,16_05_28_502.jpg
 Which word(s) correspond to the person in the sentence? ,Elizabeth Warren,"Elizabeth Warren : Donald Trump "" built his campaign on racism ""","Elizabeth Warren : Donald Trump "" built his campaign on racism "" Which word(s) correspond to the person in the sentence? Answer: Elizabeth Warren",person,O_4752.jpg
 Which word(s) correspond to the location in the sentence? ,Brasserie Ardennaise,"I ' m at Brasserie Ardennaise in Durbuy , Luxembourg","I ' m at Brasserie Ardennaise in Durbuy , Luxembourg Which word(s) correspond to the location in the sentence? Answer: Brasserie Ardennaise",location,16_05_17_490.jpg
 Which word(s) correspond to the person in the sentence? ,Max Scherzer,Max Scherzer ties MLB record with 20 strikeouts vs . Tigers . . .,Max Scherzer ties MLB record with 20 strikeouts vs . Tigers . . . Which word(s) correspond to the person in the sentence? Answer: Max Scherzer,person,16_05_11_769.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"Donald Trump has warned he may not have a "" very good relationship "" with David Cameron","Donald Trump has warned he may not have a "" very good relationship "" with David Cameron Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_400.jpg
 Which word(s) correspond to the person in the sentence? ,JESSICA ALBA,# Fashion # Style JESSICA ALBA Original Hand Signed Autographed 8 X10 # Photo w / …,# Fashion # Style JESSICA ALBA Original Hand Signed Autographed 8 X10 # Photo w / … Which word(s) correspond to the person in the sentence? Answer: JESSICA ALBA,person,O_3416.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,@ MLB Best leadoff hitter in @ MLB ? @ ARizzo44 is making a strong case .,@ MLB Best leadoff hitter in @ MLB ? @ ARizzo44 is making a strong case . Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,17_06_16136.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"Donald Trump wants to spend $ 3 trillion ( yes , with a T ) on tax cuts for people like him .","Donald Trump wants to spend $ 3 trillion ( yes , with a T ) on tax cuts for people like him . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_1195.jpg
 Which word(s) correspond to the location in the sentence? ,Brazilian,Brazilian soccer legend @ Ronaldo is making his presence known at the poker table,Brazilian soccer legend @ Ronaldo is making his presence known at the poker table Which word(s) correspond to the location in the sentence? Answer: Brazilian,location,16_05_01_564.jpg
 Which word(s) correspond to the organization in the sentence? ,Ripley,"Pre Concert meal and banquet for the Ripley Choir , Concert starts at 7 : 30 # singloud","Pre Concert meal and banquet for the Ripley Choir , Concert starts at 7 : 30 # singloud Which word(s) correspond to the organization in the sentence? Answer: Ripley",organization,16_05_05_637.jpg
 Which word(s) correspond to the organization in the sentence? ,Warriors,Warriors advance to the NBA Finals for the second straight year ! Thunder led series 3 - 1 👀 🔥 # NotGoingHome,Warriors advance to the NBA Finals for the second straight year ! Thunder led series 3 - 1 👀 🔥 # NotGoingHome Which word(s) correspond to the organization in the sentence? Answer: Warriors,organization,16_05_30_726.jpg
 Which word(s) correspond to the person in the sentence? ,Callahan,Ahhh I see . Callahan was just trying to get a piggy back ride . Now I understand why he didn ' t get suspended # NHLDoPS,Ahhh I see . Callahan was just trying to get a piggy back ride . Now I understand why he didn ' t get suspended # NHLDoPS Which word(s) correspond to the person in the sentence? Answer: Callahan,person,16_05_14_571.jpg
 Which word(s) correspond to the person in the sentence? ,ErvinSantana_54,. @ ErvinSantana_54 takes the mound in the series opener vs Oakland . # SMELLBASEBALL # MNTwins,. @ ErvinSantana_54 takes the mound in the series opener vs Oakland . # SMELLBASEBALL # MNTwins Which word(s) correspond to the person in the sentence? Answer: ErvinSantana_54,person,16_05_30_261.jpg
 Which word(s) correspond to the person in the sentence? ,Kevin Durant,Kevin Durant going to the warriors is the same as Lebron going to the Heat,Kevin Durant going to the warriors is the same as Lebron going to the Heat Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_1717.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,# MLB # Baseball MLB 2010 World Series San Francisco # Giants DVD New in …,# MLB # Baseball MLB 2010 World Series San Francisco # Giants DVD New in … Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,16_05_01_606.jpg
 Which word(s) correspond to the person in the sentence? ,Ariana Grande,Artists Show Support for Ariana Grande ' s Manchester Benefit Concert on Twitter -,Artists Show Support for Ariana Grande ' s Manchester Benefit Concert on Twitter - Which word(s) correspond to the person in the sentence? Answer: Ariana Grande,person,17_06_6848.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,CRSSD Festival,New post ( CRSSD Festival Announces 2017 Fall Lineup ) has been published on Dubstep Smash -,New post ( CRSSD Festival Announces 2017 Fall Lineup ) has been published on Dubstep Smash - Which word(s) correspond to the misceallonous entity in the sentence? Answer: CRSSD Festival,misceallonous entity,17_06_7394.jpg
 Which word(s) correspond to the organization in the sentence? ,Montreal Candiens,Montreal Candiens NHL Pet dog jersey shirt ( all sizes ) NEW,Montreal Candiens NHL Pet dog jersey shirt ( all sizes ) NEW Which word(s) correspond to the organization in the sentence? Answer: Montreal Candiens,organization,17_01_8306.jpg
 Which word(s) correspond to the location in the sentence? ,Taco Bell,"“ If you go to Taco Bell , that doesn ’ t make you a taco . ” justin bieber is the new ghandi","“ If you go to Taco Bell , that doesn ’ t make you a taco . ” justin bieber is the new ghandi Which word(s) correspond to the location in the sentence? Answer: Taco Bell",location,O_3159.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,hayfestival,Got our new price board . . . come and get a freshly made welshcake ! # hayfestival,Got our new price board . . . come and get a freshly made welshcake ! # hayfestival Which word(s) correspond to the misceallonous entity in the sentence? Answer: hayfestival,misceallonous entity,16_05_28_945.jpg
 Which word(s) correspond to the person in the sentence? ,Andy Murray,Andy Murray lacking support as Roger Federer becomes new favourite for Wimbledon .,Andy Murray lacking support as Roger Federer becomes new favourite for Wimbledon . Which word(s) correspond to the person in the sentence? Answer: Andy Murray,person,O_3771.jpg
