questions,answers,questions_with_answers,entity,image_ids
It ’ s GAME ON in primetime with all the biggest ballers ! Jimmy Kimmel Live : Game Night Thursday at 8 after NBA Finals Which word(s) correspond to the misceallonous entity in the sentence? ,Jimmy Live Kimmel,It ’ s GAME ON in primetime with all the biggest ballers ! Jimmy Kimmel Live : Game Night Thursday at 8 after NBA Finals Which word(s) correspond to the misceallonous entity in the sentence? Answer: Jimmy Live Kimmel,misceallonous entity,O_4294.jpg
Practicing baseball with Jack . She ' s too beautiful I just had to get a picture . Which word(s) correspond to the person in the sentence? ,Jack,Practicing baseball with Jack . She ' s too beautiful I just had to get a picture . Which word(s) correspond to the person in the sentence? Answer: Jack,person,16_05_17_723.jpg
"Donald Trump on his tax rate : "" It ’ s none of your business . "" Which word(s) correspond to the person in the sentence? ",Donald Trump,"Donald Trump on his tax rate : "" It ’ s none of your business . "" Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_4161.jpg
Watching the finals at the Dragon Boat Festival # LDBF17 # yql # weekend Which word(s) correspond to the misceallonous entity in the sentence? ,Dragon Festival Boat,Watching the finals at the Dragon Boat Festival # LDBF17 # yql # weekend Which word(s) correspond to the misceallonous entity in the sentence? Answer: Dragon Festival Boat,misceallonous entity,17_06_337.jpg
Melanie Martinez commented on Justin Bieber ' s IG post about no longer taking pics with fans . 👀 Which word(s) correspond to the person in the sentence? ,Melanie Martinez,Melanie Martinez commented on Justin Bieber ' s IG post about no longer taking pics with fans . 👀 Which word(s) correspond to the person in the sentence? Answer: Melanie Martinez,person,O_348.jpg
how to be the most savage dad a guide written by ryan reynolds Which word(s) correspond to the person in the sentence? ,ryan reynolds,how to be the most savage dad a guide written by ryan reynolds Which word(s) correspond to the person in the sentence? Answer: ryan reynolds,person,O_1517.jpg
See videos from Kermit and Fozzie ' s appearance at Vulture Festival Which word(s) correspond to the misceallonous entity in the sentence? ,Kermit,See videos from Kermit and Fozzie ' s appearance at Vulture Festival Which word(s) correspond to the misceallonous entity in the sentence? Answer: Kermit,misceallonous entity,16_05_23_515.jpg
# Cavs Game 5 Watch Party with Grandma ! ❤ ️ 🏀 # defendtheland # nbafinals @ TweetQTV Which word(s) correspond to the organization in the sentence? ,Cavs,# Cavs Game 5 Watch Party with Grandma ! ❤ ️ 🏀 # defendtheland # nbafinals @ TweetQTV Which word(s) correspond to the organization in the sentence? Answer: Cavs,organization,17_06_4251.jpg
WVU basketball bows out in Big 12 title game # WestVirginia Which word(s) correspond to the organization in the sentence? ,WVU,WVU basketball bows out in Big 12 title game # WestVirginia Which word(s) correspond to the organization in the sentence? Answer: WVU,organization,16_05_18_220.jpg
AP News : The Latest : Little Rock settles lawsuit over police shooting Which word(s) correspond to the organization in the sentence? ,AP News,AP News : The Latest : Little Rock settles lawsuit over police shooting Which word(s) correspond to the organization in the sentence? Answer: AP News,organization,O_3477.jpg
"British Indian one mohur coin , minted in 1862 and depicting Queen Victoria . Which word(s) correspond to the location in the sentence? ",British Indian,"British Indian one mohur coin , minted in 1862 and depicting Queen Victoria . Which word(s) correspond to the location in the sentence? Answer: British Indian",location,O_2267.jpg
"Kyle Lowry says he wasn ' t throwing shade at LeBron by saying he ' s one of the best in the NBA “ besides Steph . "" Which word(s) correspond to the person in the sentence? ",Kyle Lowry,"Kyle Lowry says he wasn ' t throwing shade at LeBron by saying he ' s one of the best in the NBA “ besides Steph . "" Which word(s) correspond to the person in the sentence? Answer: Kyle Lowry",person,16_05_17_785.jpg
I hope MLB is proud of the German Scherzer video they found tonight . Which word(s) correspond to the organization in the sentence? ,MLB,I hope MLB is proud of the German Scherzer video they found tonight . Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,16_05_11_135.jpg
Ten things we learned from the Cannes Film Festival : Which word(s) correspond to the misceallonous entity in the sentence? ,Cannes Festival Film,Ten things we learned from the Cannes Film Festival : Which word(s) correspond to the misceallonous entity in the sentence? Answer: Cannes Festival Film,misceallonous entity,16_05_23_379.jpg
A couple of icons at Paris Fashion Week 📍 Which word(s) correspond to the location in the sentence? ,Paris,A couple of icons at Paris Fashion Week 📍 Which word(s) correspond to the location in the sentence? Answer: Paris,location,O_603.jpg
Outlaw Hippies at BrewGrass Festival . Excellent time for sure ! @ johnnybowers75 # brewgrassfestival Which word(s) correspond to the person in the sentence? ,Outlaw Hippies,Outlaw Hippies at BrewGrass Festival . Excellent time for sure ! @ johnnybowers75 # brewgrassfestival Which word(s) correspond to the person in the sentence? Answer: Outlaw Hippies,person,16_05_01_555.jpg
"Upcoming concerts in Toronto - May 2, 2016 Which word(s) correspond to the location in the sentence? ",Toronto,"Upcoming concerts in Toronto - May 2, 2016 Which word(s) correspond to the location in the sentence? Answer: Toronto",location,16_05_02_697.jpg
Stephen Hawking wants humanity to leave Earth as soon as possible Which word(s) correspond to the person in the sentence? ,Stephen Hawking,Stephen Hawking wants humanity to leave Earth as soon as possible Which word(s) correspond to the person in the sentence? Answer: Stephen Hawking,person,O_3906.jpg
Hundreds gather for Canadian Tulip Festival fireworks in Ottawa . SPARKLE BOOM for the win ! ! # cdntulip2016 Which word(s) correspond to the misceallonous entity in the sentence? ,Canadian Festival Tulip,Hundreds gather for Canadian Tulip Festival fireworks in Ottawa . SPARKLE BOOM for the win ! ! # cdntulip2016 Which word(s) correspond to the misceallonous entity in the sentence? Answer: Canadian Festival Tulip,misceallonous entity,16_05_22_151.jpg
someone fill my drawers with Calvin Klein underwear please Which word(s) correspond to the organization in the sentence? ,Calvin Klein,someone fill my drawers with Calvin Klein underwear please Which word(s) correspond to the organization in the sentence? Answer: Calvin Klein,organization,O_4595.jpg
Frankie Dettori wins the Dante Stakes on Wings Of Desire ! What a week this man is having ! # DanteFestival Which word(s) correspond to the person in the sentence? ,Frankie Dettori,Frankie Dettori wins the Dante Stakes on Wings Of Desire ! What a week this man is having ! # DanteFestival Which word(s) correspond to the person in the sentence? Answer: Frankie Dettori,person,16_05_12_954.jpg
"One thing we know , Taylor Swift ' s new single / album has something to do with TIME . # TS6 Which word(s) correspond to the person in the sentence? ",Taylor Swift,"One thing we know , Taylor Swift ' s new single / album has something to do with TIME . # TS6 Which word(s) correspond to the person in the sentence? Answer: Taylor Swift",person,O_1582.jpg
"With the 1 st pick in 2017 NBA draft , the Philadelphia 76 ers select . . . ⬇ ️ Which word(s) correspond to the organization in the sentence? ",NBA,"With the 1 st pick in 2017 NBA draft , the Philadelphia 76 ers select . . . ⬇ ️ Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,17_06_5671.jpg
HE IS SO FUCKING CUTE HE HAS A ONE DIRECTION POSTER Which word(s) correspond to the person in the sentence? ,ONE DIRECTION,HE IS SO FUCKING CUTE HE HAS A ONE DIRECTION POSTER Which word(s) correspond to the person in the sentence? Answer: ONE DIRECTION,person,O_4125.jpg
NBA Finals : Is LeBron James facing his own basketball mortality after falling . . . - Which word(s) correspond to the organization in the sentence? ,NBA,NBA Finals : Is LeBron James facing his own basketball mortality after falling . . . - Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_9405.jpg
im not emotionally or physically prepared for a harry styles re - creation of this photograph Which word(s) correspond to the person in the sentence? ,harry styles,im not emotionally or physically prepared for a harry styles re - creation of this photograph Which word(s) correspond to the person in the sentence? Answer: harry styles,person,O_2487.jpg
Montreal festival float causes race row Which word(s) correspond to the location in the sentence? ,Montreal,Montreal festival float causes race row Which word(s) correspond to the location in the sentence? Answer: Montreal,location,17_06_364.jpg
UP alumna Rasul - Bernardo says Mindanao conflict was never about religion but oppression from govt cnnphilippines Which word(s) correspond to the organization in the sentence? ,UP,UP alumna Rasul - Bernardo says Mindanao conflict was never about religion but oppression from govt cnnphilippines Which word(s) correspond to the organization in the sentence? Answer: UP,organization,17_06_10106.jpg
Lions : OT Taylor Decker ( torn labrum ) will miss 4 to 6 months - NFL Network ( ESPN ) Which word(s) correspond to the organization in the sentence? ,Lions,Lions : OT Taylor Decker ( torn labrum ) will miss 4 to 6 months - NFL Network ( ESPN ) Which word(s) correspond to the organization in the sentence? Answer: Lions,organization,17_06_8244.jpg
@ NHL @ cmcdavid97 Sid looked annoyed . . . . Which word(s) correspond to the organization in the sentence? ,NHL,@ NHL @ cmcdavid97 Sid looked annoyed . . . . Which word(s) correspond to the organization in the sentence? Answer: NHL,organization,17_06_7687.jpg
Premier League stadiums : Every top flight ground ranked by age Which word(s) correspond to the organization in the sentence? ,Premier League,Premier League stadiums : Every top flight ground ranked by age Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,17_06_7291.jpg
If this ain ' t Harry Styles in a nutshell Which word(s) correspond to the person in the sentence? ,Harry Styles,If this ain ' t Harry Styles in a nutshell Which word(s) correspond to the person in the sentence? Answer: Harry Styles,person,O_4441.jpg
"From Brigitte Bardot to Blake Lively , see the best beach hair of . . . # moda # fashion Which word(s) correspond to the person in the sentence? ",Brigitte Bardot,"From Brigitte Bardot to Blake Lively , see the best beach hair of . . . # moda # fashion Which word(s) correspond to the person in the sentence? Answer: Brigitte Bardot",person,O_4555.jpg
Worst looking hats ever . . . . c ' mon # Adidas # GoldenStateWarriors you can do better . . . # NBAFinals2017 Which word(s) correspond to the organization in the sentence? ,Adidas,Worst looking hats ever . . . . c ' mon # Adidas # GoldenStateWarriors you can do better . . . # NBAFinals2017 Which word(s) correspond to the organization in the sentence? Answer: Adidas,organization,17_06_4643.jpg
"James Brown has lost 74 pounds since October , one quarter of his weight Which word(s) correspond to the person in the sentence? ",James Brown,"James Brown has lost 74 pounds since October , one quarter of his weight Which word(s) correspond to the person in the sentence? Answer: James Brown",person,O_1373.jpg
"The single artwork for David Guetta ' s ' 2 U ' featuring Justin Bieber . Out this Friday , June 9 . Which word(s) correspond to the person in the sentence? ",David Guetta,"The single artwork for David Guetta ' s ' 2 U ' featuring Justin Bieber . Out this Friday , June 9 . Which word(s) correspond to the person in the sentence? Answer: David Guetta",person,O_3273.jpg
Why Nigeria dominates South Africa in football – Babangida Which word(s) correspond to the location in the sentence? ,Nigeria,Why Nigeria dominates South Africa in football – Babangida Which word(s) correspond to the location in the sentence? Answer: Nigeria,location,17_06_5262.jpg
Catch us at our last performance of the semester Saturday at 12 pm on Hornbake plaza Which word(s) correspond to the location in the sentence? ,Hornbake plaza,Catch us at our last performance of the semester Saturday at 12 pm on Hornbake plaza Which word(s) correspond to the location in the sentence? Answer: Hornbake plaza,location,16_05_03_1055.jpg
East Bay Times : Photos : San Francisco gay pride parade highlights resistance Which word(s) correspond to the organization in the sentence? ,East Times Bay,East Bay Times : Photos : San Francisco gay pride parade highlights resistance Which word(s) correspond to the organization in the sentence? Answer: East Times Bay,organization,17_06_177.jpg
Donald Trump backs out of a debate with Bernie Sanders : Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump backs out of a debate with Bernie Sanders : Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_82.jpg
Justin Trudeau to apologize in House for 1914 Komagata Maru incident - Which word(s) correspond to the person in the sentence? ,Justin Trudeau,Justin Trudeau to apologize in House for 1914 Komagata Maru incident - Which word(s) correspond to the person in the sentence? Answer: Justin Trudeau,person,O_3186.jpg
Cleveland Cavaliers reach second straight NBA Finals Which word(s) correspond to the organization in the sentence? ,Cleveland Cavaliers,Cleveland Cavaliers reach second straight NBA Finals Which word(s) correspond to the organization in the sentence? Answer: Cleveland Cavaliers,organization,16_05_28_161.jpg
Kris Jenner proves she ' s just as chic as daughter Kendall as she turns heads in . . . - Which word(s) correspond to the person in the sentence? ,Kris Jenner,Kris Jenner proves she ' s just as chic as daughter Kendall as she turns heads in . . . - Which word(s) correspond to the person in the sentence? Answer: Kris Jenner,person,O_1548.jpg
# OneLoveManchester concert was the most - watched program on TV this year Which word(s) correspond to the misceallonous entity in the sentence? ,OneLoveManchester,# OneLoveManchester concert was the most - watched program on TV this year Which word(s) correspond to the misceallonous entity in the sentence? Answer: OneLoveManchester,misceallonous entity,17_06_6827.jpg
Donald Trump is bringing 1990 s - era political scandals back up to attack Hillary Clinton Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump is bringing 1990 s - era political scandals back up to attack Hillary Clinton Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2452.jpg
"Perfect way to end the day ; Harry Potter and a nice , hot bath 😍 📖 Which word(s) correspond to the misceallonous entity in the sentence? ",Harry Potter,"Perfect way to end the day ; Harry Potter and a nice , hot bath 😍 📖 Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter",misceallonous entity,O_3655.jpg
Mandzukic rejects Premier League speculation Which word(s) correspond to the person in the sentence? ,Mandzukic,Mandzukic rejects Premier League speculation Which word(s) correspond to the person in the sentence? Answer: Mandzukic,person,16_05_08_336.jpg
2017 schedule : Stanford football has key early - season game at USC . via @ tomgfitzgerald Which word(s) correspond to the organization in the sentence? ,Stanford,2017 schedule : Stanford football has key early - season game at USC . via @ tomgfitzgerald Which word(s) correspond to the organization in the sentence? Answer: Stanford,organization,17_01_4761.jpg
Chris Paul makes Rockets better ; how much better depends on fit with Harden Which word(s) correspond to the person in the sentence? ,Chris Paul,Chris Paul makes Rockets better ; how much better depends on fit with Harden Which word(s) correspond to the person in the sentence? Answer: Chris Paul,person,O_293.jpg
@ KingwoodAreaDem members at the Houston Pride Parade ! 🏳 ️ ‍ 🌈 Which word(s) correspond to the organization in the sentence? ,KingwoodAreaDem,@ KingwoodAreaDem members at the Houston Pride Parade ! 🏳 ️ ‍ 🌈 Which word(s) correspond to the organization in the sentence? Answer: KingwoodAreaDem,organization,17_06_9506.jpg
anyone wanna get a ticket with me to the Beyoncé concert ? ? ? 🙂 🙂 😉 Which word(s) correspond to the person in the sentence? ,Beyoncé,anyone wanna get a ticket with me to the Beyoncé concert ? ? ? 🙂 🙂 😉 Which word(s) correspond to the person in the sentence? Answer: Beyoncé,person,16_05_24_439.jpg
Leicester City vs . West Ham 2016 live stream : How to watch Premier League online … Which word(s) correspond to the organization in the sentence? ,Leicester City,Leicester City vs . West Ham 2016 live stream : How to watch Premier League online … Which word(s) correspond to the organization in the sentence? Answer: Leicester City,organization,16_05_02_753.jpg
"The house that Donald Trump couldn ’ t buy , New Jersey , 1991 Which word(s) correspond to the person in the sentence? ",Donald Trump,"The house that Donald Trump couldn ’ t buy , New Jersey , 1991 Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_912.jpg
Events Center dealing with Garth Brooks concert ticket issues Which word(s) correspond to the person in the sentence? ,Garth Brooks,Events Center dealing with Garth Brooks concert ticket issues Which word(s) correspond to the person in the sentence? Answer: Garth Brooks,person,16_05_01_821.jpg
Donald Trump will win in a landslide . * The cartoonist behind ‘ Dilbert ’ explains why . Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump will win in a landslide . * The cartoonist behind ‘ Dilbert ’ explains why . Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3912.jpg
@ Roach601 he would ' ve approached Kevin Costner but he made his decision Which word(s) correspond to the person in the sentence? ,Roach601,@ Roach601 he would ' ve approached Kevin Costner but he made his decision Which word(s) correspond to the person in the sentence? Answer: Roach601,person,O_2643.jpg
Queen Cersei needed just 3 tweets to shame Donald Trump : Which word(s) correspond to the person in the sentence? ,Queen Cersei,Queen Cersei needed just 3 tweets to shame Donald Trump : Which word(s) correspond to the person in the sentence? Answer: Queen Cersei,person,O_3300.jpg
Chris Paul and James Harden blaming each other after they choke in the 2 nd Round Which word(s) correspond to the person in the sentence? ,Chris Paul,Chris Paul and James Harden blaming each other after they choke in the 2 nd Round Which word(s) correspond to the person in the sentence? Answer: Chris Paul,person,O_4877.jpg
Donald Trump rejects entire intelligence community in new defense of Russia Which word(s) correspond to the person in the sentence? ,Donald Trump,Donald Trump rejects entire intelligence community in new defense of Russia Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_1678.jpg
"Who knew ? If you turned Donald Duck upside down , you get the other Donald . Which word(s) correspond to the person in the sentence? ",Donald Duck,"Who knew ? If you turned Donald Duck upside down , you get the other Donald . Which word(s) correspond to the person in the sentence? Answer: Donald Duck",person,O_2394.jpg
We need men who can dream of things that never were . { John F . Kennedy } # quotes Which word(s) correspond to the person in the sentence? ,John Kennedy . F,We need men who can dream of things that never were . { John F . Kennedy } # quotes Which word(s) correspond to the person in the sentence? Answer: John Kennedy . F,person,O_933.jpg
It ' s all a conspiracy folks created by the NHL and aliens . Which word(s) correspond to the organization in the sentence? ,NHL,It ' s all a conspiracy folks created by the NHL and aliens . Which word(s) correspond to the organization in the sentence? Answer: NHL,organization,16_05_23_258.jpg
emma watson looked beautiful at the premiere of ' the circle ' in paris this evening 😍 😍 Which word(s) correspond to the person in the sentence? ,emma watson,emma watson looked beautiful at the premiere of ' the circle ' in paris this evening 😍 😍 Which word(s) correspond to the person in the sentence? Answer: emma watson,person,O_36.jpg
Kevin Durant : “ Tim Duncan could play until he ’ s 90 ” Which word(s) correspond to the person in the sentence? ,Kevin Durant,Kevin Durant : “ Tim Duncan could play until he ’ s 90 ” Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,person,O_3154.jpg
Hillary Clinton ' s sass - filled Snapchat blitz is a perfect clap back to Donald Trump : Which word(s) correspond to the person in the sentence? ,Hillary Clinton,Hillary Clinton ' s sass - filled Snapchat blitz is a perfect clap back to Donald Trump : Which word(s) correspond to the person in the sentence? Answer: Hillary Clinton,person,O_1447.jpg
Guildford Fringe Festival 2016 Is Ready To Go ! Which word(s) correspond to the misceallonous entity in the sentence? ,Guildford Festival Fringe,Guildford Fringe Festival 2016 Is Ready To Go ! Which word(s) correspond to the misceallonous entity in the sentence? Answer: Guildford Festival Fringe,misceallonous entity,16_05_22_419.jpg
Napoli Gonzalo Higuaín sets new Serie A goalscoring record with 36 goals in 1 season Which word(s) correspond to the organization in the sentence? ,Napoli,Napoli Gonzalo Higuaín sets new Serie A goalscoring record with 36 goals in 1 season Which word(s) correspond to the organization in the sentence? Answer: Napoli,organization,16_05_15_10.jpg
Highlights from Vogue Festival : Alessandro Michele Which word(s) correspond to the misceallonous entity in the sentence? ,Vogue Festival,Highlights from Vogue Festival : Alessandro Michele Which word(s) correspond to the misceallonous entity in the sentence? Answer: Vogue Festival,misceallonous entity,16_05_23_390.jpg
Titans ' Jack Conklin to speak at Music City Sports Festival Which word(s) correspond to the organization in the sentence? ,Titans,Titans ' Jack Conklin to speak at Music City Sports Festival Which word(s) correspond to the organization in the sentence? Answer: Titans,organization,16_05_21_878.jpg
Here is this weeks @ County5IVES fixtures . Big games across both the divisions ⚽ ️ # NorfolkFootball Which word(s) correspond to the organization in the sentence? ,County5IVES,Here is this weeks @ County5IVES fixtures . Big games across both the divisions ⚽ ️ # NorfolkFootball Which word(s) correspond to the organization in the sentence? Answer: County5IVES,organization,17_06_4979.jpg
🏀 🔝 @ neymarjr at the second match of the NBA finals Which word(s) correspond to the person in the sentence? ,neymarjr,🏀 🔝 @ neymarjr at the second match of the NBA finals Which word(s) correspond to the person in the sentence? Answer: neymarjr,person,17_06_6852.jpg
I have just bought Moussa Sissoko in # dreamleaguesoccer Which word(s) correspond to the person in the sentence? ,Moussa Sissoko,I have just bought Moussa Sissoko in # dreamleaguesoccer Which word(s) correspond to the person in the sentence? Answer: Moussa Sissoko,person,17_06_10020.jpg
Such an honor to meet @ VP Joe Biden today ! Nice to meet such an amazing champion for the cause . # race4hope Which word(s) correspond to the person in the sentence? ,Joe Biden,Such an honor to meet @ VP Joe Biden today ! Nice to meet such an amazing champion for the cause . # race4hope Which word(s) correspond to the person in the sentence? Answer: Joe Biden,person,O_1317.jpg
What to expect from @ sigurros show at October ' 16 ? Watch concert now ! Which word(s) correspond to the person in the sentence? ,sigurros,What to expect from @ sigurros show at October ' 16 ? Watch concert now ! Which word(s) correspond to the person in the sentence? Answer: sigurros,person,16_05_30_962.jpg
This has been an amazing # weekend at @ sasquatchfestival # livemusic # TheGorge # Sasquatch # POWER933 📷 @ sunnymartini Which word(s) correspond to the misceallonous entity in the sentence? ,sasquatchfestival,This has been an amazing # weekend at @ sasquatchfestival # livemusic # TheGorge # Sasquatch # POWER933 📷 @ sunnymartini Which word(s) correspond to the misceallonous entity in the sentence? Answer: sasquatchfestival,misceallonous entity,16_05_30_109.jpg
"# MLB Breaking : San Diego Gay Men ' s Chorus heckled off stage , not allowed to . . . Which word(s) correspond to the organization in the sentence? ",MLB,"# MLB Breaking : San Diego Gay Men ' s Chorus heckled off stage , not allowed to . . . Which word(s) correspond to the organization in the sentence? Answer: MLB",organization,16_05_26_919.jpg
"Boy , 8, finds bags of HEROIN hidden inside One Direction clock Which word(s) correspond to the person in the sentence? ",One Direction,"Boy , 8, finds bags of HEROIN hidden inside One Direction clock Which word(s) correspond to the person in the sentence? Answer: One Direction",person,O_1732.jpg
1 week to go for the 47 th Poetry International Festival Rotterdam ! Check Which word(s) correspond to the misceallonous entity in the sentence? ,Poetry Festival International,1 week to go for the 47 th Poetry International Festival Rotterdam ! Check Which word(s) correspond to the misceallonous entity in the sentence? Answer: Poetry Festival International,misceallonous entity,16_05_30_952.jpg
Luke ' s first baseball game ! Go Cubs ! # sbcubs Which word(s) correspond to the person in the sentence? ,Luke,Luke ' s first baseball game ! Go Cubs ! # sbcubs Which word(s) correspond to the person in the sentence? Answer: Luke,person,17_06_12202.jpg
@ Anthakneee guys also please don ' t harass my boyfriend bc he ' s so good at basketball Which word(s) correspond to the person in the sentence? ,Anthakneee,@ Anthakneee guys also please don ' t harass my boyfriend bc he ' s so good at basketball Which word(s) correspond to the person in the sentence? Answer: Anthakneee,person,16_05_09_642.jpg
"Pharrell Williams , Takashi Murakami Join Complex to Develop Cultural Festival , ‘ ComplexCon ’ Which word(s) correspond to the person in the sentence? ",Pharrell Williams,"Pharrell Williams , Takashi Murakami Join Complex to Develop Cultural Festival , ‘ ComplexCon ’ Which word(s) correspond to the person in the sentence? Answer: Pharrell Williams",person,16_05_09_109.jpg
Fonseca to Join Miguel Bose During MTV Unplugged Concert Which word(s) correspond to the person in the sentence? ,Fonseca,Fonseca to Join Miguel Bose During MTV Unplugged Concert Which word(s) correspond to the person in the sentence? Answer: Fonseca,person,16_05_02_517.jpg
Shah Rukh Khan ditches the macho look for a new ' chikna . . . Which word(s) correspond to the person in the sentence? ,Shah Khan Rukh,Shah Rukh Khan ditches the macho look for a new ' chikna . . . Which word(s) correspond to the person in the sentence? Answer: Shah Khan Rukh,person,O_3823.jpg
Modric is bigger than football Which word(s) correspond to the person in the sentence? ,Modric,Modric is bigger than football Which word(s) correspond to the person in the sentence? Answer: Modric,person,16_05_08_388.jpg
A beautifully intimate gig as usual at @ HTLGIFestival last night . Cheers to everyone that caught our set ! # HTLGI2016 Which word(s) correspond to the misceallonous entity in the sentence? ,HTLGIFestival,A beautifully intimate gig as usual at @ HTLGIFestival last night . Cheers to everyone that caught our set ! # HTLGI2016 Which word(s) correspond to the misceallonous entity in the sentence? Answer: HTLGIFestival,misceallonous entity,16_05_28_877.jpg
Pope Francis : NFL values promote a ' culture of encounter ' Which word(s) correspond to the person in the sentence? ,Pope Francis,Pope Francis : NFL values promote a ' culture of encounter ' Which word(s) correspond to the person in the sentence? Answer: Pope Francis,person,17_06_7554.jpg
whoever made my only follower Adam Sandler I have some nice words for you : fuck you and how dare you Which word(s) correspond to the person in the sentence? ,Adam Sandler,whoever made my only follower Adam Sandler I have some nice words for you : fuck you and how dare you Which word(s) correspond to the person in the sentence? Answer: Adam Sandler,person,O_2177.jpg
Cristiano Ronaldo has won the La Liga 2015 / 16 Facebook Football Award for ' Best Player ' . # HalaMadrid Which word(s) correspond to the person in the sentence? ,Cristiano Ronaldo,Cristiano Ronaldo has won the La Liga 2015 / 16 Facebook Football Award for ' Best Player ' . # HalaMadrid Which word(s) correspond to the person in the sentence? Answer: Cristiano Ronaldo,person,16_05_12_895.jpg
Childish Gambino / Donald Glover . This man is not only a lyrical genius but he a god on earth . so beautiful . Which word(s) correspond to the person in the sentence? ,Childish Gambino,Childish Gambino / Donald Glover . This man is not only a lyrical genius but he a god on earth . so beautiful . Which word(s) correspond to the person in the sentence? Answer: Childish Gambino,person,O_4011.jpg
# MLB : So HAPPY to see # RobertoOsuna finish the ball game . . . . FANTASTIC . . STAY WELL ! ! Which word(s) correspond to the organization in the sentence? ,MLB,# MLB : So HAPPY to see # RobertoOsuna finish the ball game . . . . FANTASTIC . . STAY WELL ! ! Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,17_06_63.jpg
Another great day for baseball at @ SFJrLegion . Will be covering the Blue and Gold games tonight from @ SportsinPeeDee Which word(s) correspond to the organization in the sentence? ,SFJrLegion,Another great day for baseball at @ SFJrLegion . Will be covering the Blue and Gold games tonight from @ SportsinPeeDee Which word(s) correspond to the organization in the sentence? Answer: SFJrLegion,organization,17_06_14982.jpg
# NFL # Seahawks make rare trade up to draft Jarran Reed Which word(s) correspond to the organization in the sentence? ,NFL,# NFL # Seahawks make rare trade up to draft Jarran Reed Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,16_05_01_260.jpg
Cowboys News : Dallas Returning To Power Football ? Plus Jerry Jones Has Demands For Vegas Team … Which word(s) correspond to the organization in the sentence? ,Cowboys,Cowboys News : Dallas Returning To Power Football ? Plus Jerry Jones Has Demands For Vegas Team … Which word(s) correspond to the organization in the sentence? Answer: Cowboys,organization,16_05_18_839.jpg
Nicki On the big screen of the Dangerous woman tour in Brazil Rio de Janeiro # DWTRioDeJaneiro Which word(s) correspond to the person in the sentence? ,Nicki,Nicki On the big screen of the Dangerous woman tour in Brazil Rio de Janeiro # DWTRioDeJaneiro Which word(s) correspond to the person in the sentence? Answer: Nicki,person,O_2924.jpg
Puma and BAPE tap Mario Balotelli to model upcoming collaboration : Which word(s) correspond to the organization in the sentence? ,Puma,Puma and BAPE tap Mario Balotelli to model upcoming collaboration : Which word(s) correspond to the organization in the sentence? Answer: Puma,organization,O_2323.jpg
@ RepAdamSchiff Congrats ! You have went full Harry Reid stupid ! ! Now sit down . Which word(s) correspond to the person in the sentence? ,RepAdamSchiff,@ RepAdamSchiff Congrats ! You have went full Harry Reid stupid ! ! Now sit down . Which word(s) correspond to the person in the sentence? Answer: RepAdamSchiff,person,O_250.jpg
Two weeks today and we will be seeing @ Busted at the Isle of Wight festival ! Bring it on 🐷 🚀 Which word(s) correspond to the person in the sentence? ,Busted,Two weeks today and we will be seeing @ Busted at the Isle of Wight festival ! Bring it on 🐷 🚀 Which word(s) correspond to the person in the sentence? Answer: Busted,person,16_05_26_35.jpg
The Philadelphia Phillies are a good baseball team . Which word(s) correspond to the organization in the sentence? ,Philadelphia Phillies,The Philadelphia Phillies are a good baseball team . Which word(s) correspond to the organization in the sentence? Answer: Philadelphia Phillies,organization,16_05_01_127.jpg
"President Donald Trump to conservatives : "" We are under siege "" Which word(s) correspond to the person in the sentence? ",Donald Trump,"President Donald Trump to conservatives : "" We are under siege "" Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_1557.jpg
10 people who may be on Donald Trump ’ s ‘ short list ' Which word(s) correspond to the person in the sentence? ,Donald Trump,10 people who may be on Donald Trump ’ s ‘ short list ' Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_218.jpg
Honfleur under the rain . Duh . Bit sad . So pretty . Which word(s) correspond to the location in the sentence? ,Honfleur,Honfleur under the rain . Duh . Bit sad . So pretty . Which word(s) correspond to the location in the sentence? Answer: Honfleur,location,16_05_31_1032.jpg
"Donald Trump , PM Modi with a special monkey from India . Which word(s) correspond to the person in the sentence? ",Donald Trump,"Donald Trump , PM Modi with a special monkey from India . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_2652.jpg
