questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the location in the sentence? ,['Manila'],I want to go at your concert here in Manila but I cant afford to buy any ticket bc no money :( I wanna see you guys 😭,I want to go at your concert here in Manila but I cant afford to buy any ticket bc no money :( I wanna see you guys 😭 Which word(s) correspond to the location in the sentence? Answer: Manila,['location'],16_05_11_597.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],We ' ll mostly be spending all our wages on Justin Bieber tour merch today,We ' ll mostly be spending all our wages on Justin Bieber tour merch today Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],O_5053.jpg
 Which word(s) correspond to the location in the sentence? ,"['Indiana', 'Donald Trump']",Thank you Indiana a vote for Donald Trump is a step closer 4 Justice 4 Jamiel and MANY more ❤ ️ 🇺 🇸,Thank you Indiana a vote for Donald Trump is a step closer 4 Justice 4 Jamiel and MANY more ❤ ️ 🇺 🇸 Which word(s) correspond to the location in the sentence? Answer: Indiana,"['location', 'person']",O_381.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],MensFitness : 6 # NBA players have already run the equivalent of 3 full marathons this season : …,MensFitness : 6 # NBA players have already run the equivalent of 3 full marathons this season : … Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_01_19123.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jerry Jones', 'Paxton Lynch', 'NFL']",Jerry Jones Comments on Unsuccesful Trade for Paxton Lynch at 2016 NFL Draft,Jerry Jones Comments on Unsuccesful Trade for Paxton Lynch at 2016 NFL Draft Which word(s) correspond to the person in the sentence? Answer: Jerry Jones,"['person', 'person', 'organization']",16_05_01_711.jpg
 Which word(s) correspond to the person in the sentence? ,"['JusticeWillett', 'Donald Trump']","The outstanding tweets of @ JusticeWillett , who made Donald Trump ' s SCOTUS short list","The outstanding tweets of @ JusticeWillett , who made Donald Trump ' s SCOTUS short list Which word(s) correspond to the person in the sentence? Answer: JusticeWillett","['person', 'person']",O_280.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Leicester', 'premier league']",This man got Leicester to the premier league title 😂,This man got Leicester to the premier league title 😂 Which word(s) correspond to the organization in the sentence? Answer: Leicester,"['organization', 'organization']",16_05_02_816.jpg
 Which word(s) correspond to the organization in the sentence? ,"['West Ham United', 'Swansea City', 'Premier League']",Potential West Ham United Lineup to Face Swansea City in the Premier League This Weekend,Potential West Ham United Lineup to Face Swansea City in the Premier League This Weekend Which word(s) correspond to the organization in the sentence? Answer: West Ham United,"['organization', 'organization', 'organization']",16_05_06_541.jpg
 Which word(s) correspond to the location in the sentence? ,"['British', 'Udderbelly Festival Southbank']","Fancy making our "" British Spring "" a little cheerier , head for Udderbelly Festival Southbank -","Fancy making our "" British Spring "" a little cheerier , head for Udderbelly Festival Southbank - Which word(s) correspond to the location in the sentence? Answer: British","['location', 'misceallonous']",16_05_01_284.jpg
 Which word(s) correspond to the person in the sentence? ,"['Hermione Granger', 'Harry Potter']",# Hermione Granger from # Harry Potter 💕 Reference from the Yule Ball scene 😊,# Hermione Granger from # Harry Potter 💕 Reference from the Yule Ball scene 😊 Which word(s) correspond to the person in the sentence? Answer: Hermione Granger,"['person', 'misceallonous']",O_2313.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NBA', 'Russell Westbrook']","Congratulations to the 2017 @ NBA MVP , Russell Westbrook ! # NBABruins","Congratulations to the 2017 @ NBA MVP , Russell Westbrook ! # NBABruins Which word(s) correspond to the organization in the sentence? Answer: NBA","['organization', 'person']",O_3581.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Awesome choral concert at the high school last night featuring 7 th / 8 th grade chorus and HS ensembles . Great job ! !,Awesome choral concert at the high school last night featuring 7 th / 8 th grade chorus and HS ensembles . Great job ! ! Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_20_981.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Last choir concert was amazing 😭 💘,Last choir concert was amazing 😭 💘 Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_18_100.jpg
 Which word(s) correspond to the location in the sentence? ,['Nottingham'],No weekend plans # Nottingham ? There ' s still tickets available for Sunday ' s # SellebritySoccer,No weekend plans # Nottingham ? There ' s still tickets available for Sunday ' s # SellebritySoccer Which word(s) correspond to the location in the sentence? Answer: Nottingham,['location'],16_05_04_1025.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],Justin Bieber Topless Giant Poster Art Print - A0 A1 A2 A3 A4 Sizes,Justin Bieber Topless Giant Poster Art Print - A0 A1 A2 A3 A4 Sizes Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],O_2625.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Why cities should stop building museums — and instead focus on festivals,Why cities should stop building museums — and instead focus on festivals Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_13_615.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],The Justin Bieber merchandise stand has been set up at the arena for # PurposeTourBoston .,The Justin Bieber merchandise stand has been set up at the arena for # PurposeTourBoston . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],O_1524.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Love festival season but not keen on camping ? Then check out these ace all - dayers & gt ; & gt ;,Love festival season but not keen on camping ? Then check out these ace all - dayers & gt ; & gt ; Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_11_405.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lady Gaga', 'Glastonbury Festival']",SEE VIDEO ! Lady Gaga - Glastonbury Festival 2009 . . .,SEE VIDEO ! Lady Gaga - Glastonbury Festival 2009 . . . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,"['person', 'misceallonous']",16_05_23_1034.jpg
 Which word(s) correspond to the location in the sentence? ,"['Harry Potter World', 'lelepons']",Bebiendo Butter Beer en Harry Potter World con @ lelepons 💫,Bebiendo Butter Beer en Harry Potter World con @ lelepons 💫 Which word(s) correspond to the location in the sentence? Answer: Harry Potter World,"['location', 'person']",O_1507.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Serie A', 'Spurs']",Serie A titans weighing up shock summer move for Spurs defender,Serie A titans weighing up shock summer move for Spurs defender Which word(s) correspond to the organization in the sentence? Answer: Serie A,"['organization', 'organization']",16_05_17_1163.jpg
 Which word(s) correspond to the person in the sentence? ,['Queen'],Guardsmen faint at Queen ' s birthday parade,Guardsmen faint at Queen ' s birthday parade Which word(s) correspond to the person in the sentence? Answer: Queen,['person'],17_06_5529.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['StanleyCup', 'penguins', 'PredsNHL']",The sights and sounds of the # StanleyCup Final . @ penguins @ PredsNHL # NHLTonight,The sights and sounds of the # StanleyCup Final . @ penguins @ PredsNHL # NHLTonight Which word(s) correspond to the misceallonous in the sentence? Answer: StanleyCup,"['misceallonous', 'organization', 'organization']",17_06_11667.jpg
 Which word(s) correspond to the location in the sentence? ,['Houston'],Houston gets a new noisy heavy metal and hard rock festival . . .,Houston gets a new noisy heavy metal and hard rock festival . . . Which word(s) correspond to the location in the sentence? Answer: Houston,['location'],16_05_22_389.jpg
 Which word(s) correspond to the person in the sentence? ,"['790 Friedo', 'Heat']",@ 790 Friedo Dragon was unleashed and dominated Game 7 along with the rest of the squad . That ' s # Heat basketball !,@ 790 Friedo Dragon was unleashed and dominated Game 7 along with the rest of the squad . That ' s # Heat basketball ! Which word(s) correspond to the person in the sentence? Answer: 790 Friedo,"['person', 'organization']",16_05_01_81.jpg
 Which word(s) correspond to the person in the sentence? ,"['evan peters', 'jessica lange']",evan peters and jessica lange are the cutest angels in the world,evan peters and jessica lange are the cutest angels in the world Which word(s) correspond to the person in the sentence? Answer: evan peters,"['person', 'person']",O_5020.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Pixar', 'Steve Jobs']",Pixar ' s Co - Founders Heard ' No ' 45 Times Before Steve Jobs Said ' Yes ',Pixar ' s Co - Founders Heard ' No ' 45 Times Before Steve Jobs Said ' Yes ' Which word(s) correspond to the organization in the sentence? Answer: Pixar,"['organization', 'person']",O_3240.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Where will we meet this weekend ? # party # weekend # Theracords # festival,Where will we meet this weekend ? # party # weekend # Theracords # festival Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_06_760.jpg
 Which word(s) correspond to the person in the sentence? ,"['johnbartlettNY', 'The New Vegan Times Magazine']",@ johnbartlettNY Hi John ! The New Vegan Times Magazine is proud to connect with you ! We are here to serve !,@ johnbartlettNY Hi John ! The New Vegan Times Magazine is proud to connect with you ! We are here to serve ! Which word(s) correspond to the person in the sentence? Answer: johnbartlettNY,"['person', 'organization']",16_05_14_1173.jpg
 Which word(s) correspond to the person in the sentence? ,"['TaylorSwift', 'Taylor Swift']",# TaylorSwift # Music Taylor Swift World Tour Live Speak Now # CD + # DVD Bonus …,# TaylorSwift # Music Taylor Swift World Tour Live Speak Now # CD + # DVD Bonus … Which word(s) correspond to the person in the sentence? Answer: TaylorSwift,"['person', 'person']",O_1541.jpg
 Which word(s) correspond to the person in the sentence? ,"['Yuck', 'robinbastardd', 'LiLphobe', 'carawaydisco']",Tearing up Crown and Treaty for Yuck ' s birthday @ robinbastardd @ LiLphobe @ carawaydisco,Tearing up Crown and Treaty for Yuck ' s birthday @ robinbastardd @ LiLphobe @ carawaydisco Which word(s) correspond to the person in the sentence? Answer: Yuck,"['person', 'person', 'person', 'person']",16_05_02_709.jpg
 Which word(s) correspond to the organization in the sentence? ,"['CNN', 'Donald Trump', 'Boris Johnson', 'UK']",CNN : Donald Trump and Boris Johnson have been immortalized in a romantic clinch in the UK,CNN : Donald Trump and Boris Johnson have been immortalized in a romantic clinch in the UK Which word(s) correspond to the organization in the sentence? Answer: CNN,"['organization', 'person', 'person', 'location']",O_2611.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Baseball puts things in perspective .,Baseball puts things in perspective . Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_7572.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],"# IHopeThereAreTapesOf Donald Trump , Jr . explaining the thrill he gets killing baby elephants","# IHopeThereAreTapesOf Donald Trump , Jr . explaining the thrill he gets killing baby elephants Which word(s) correspond to the person in the sentence? Answer: Donald Trump",['person'],O_4061.jpg
 Which word(s) correspond to the person in the sentence? ,"['James Cameron', 'Leonardo DiCaprio', 'Kate Winslet', 'Titanic']","James Cameron , Leonardo DiCaprio and Kate Winslet on the set of Titanic , 1997 .","James Cameron , Leonardo DiCaprio and Kate Winslet on the set of Titanic , 1997 . Which word(s) correspond to the person in the sentence? Answer: James Cameron","['person', 'person', 'person', 'misceallonous']",O_3435.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Anyone who says real men don ' t cry have not played football with passion,Anyone who says real men don ' t cry have not played football with passion Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_26_614.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jerry Sandusky', 'Joe Paterno']","Why latest Jerry Sandusky , Joe Paterno allegations may not matter , legally speaking","Why latest Jerry Sandusky , Joe Paterno allegations may not matter , legally speaking Which word(s) correspond to the person in the sentence? Answer: Jerry Sandusky","['person', 'person']",O_555.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],Pit seats to Justin Bieber was a surreal experience . Met so many nice girls and had a great time seeing the Biebs 💕 🎉,Pit seats to Justin Bieber was a surreal experience . Met so many nice girls and had a great time seeing the Biebs 💕 🎉 Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],O_4587.jpg
 Which word(s) correspond to the person in the sentence? ,['Wolf Parade'],Wolf Parade Play First Concert in Five Years : Watch,Wolf Parade Play First Concert in Five Years : Watch Which word(s) correspond to the person in the sentence? Answer: Wolf Parade,['person'],16_05_12_1199.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Ohio State', 'Thad Matta']",Sports Briefing : Ohio State and Men ’ s Basketball Coach Thad Matta Part Ways,Sports Briefing : Ohio State and Men ’ s Basketball Coach Thad Matta Part Ways Which word(s) correspond to the organization in the sentence? Answer: Ohio State,"['organization', 'person']",17_06_6687.jpg
 Which word(s) correspond to the person in the sentence? ,['Calvin Harris'],Calvin Harris was involved in a serious car crash last night,Calvin Harris was involved in a serious car crash last night Which word(s) correspond to the person in the sentence? Answer: Calvin Harris,['person'],O_4963.jpg
 Which word(s) correspond to the person in the sentence? ,"['Pearce', 'Rays', 'Dodgers']",Pearce powers Rays to finale win over Dodgers # baseball,Pearce powers Rays to finale win over Dodgers # baseball Which word(s) correspond to the person in the sentence? Answer: Pearce,"['person', 'organization', 'organization']",16_05_05_902.jpg
 Which word(s) correspond to the person in the sentence? ,"['One Direction', 'YouTube']","One Direction are the acts with most videos on YouTube with 1 M + likes , total of 15 .","One Direction are the acts with most videos on YouTube with 1 M + likes , total of 15 . Which word(s) correspond to the person in the sentence? Answer: One Direction","['person', 'organization']",O_3703.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Definitely not missing this one . Human cannonball on June 17 ! -,Definitely not missing this one . Human cannonball on June 17 ! - Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_27_74.jpg
 Which word(s) correspond to the person in the sentence? ,"['Zac Brown Band', 'Watt']","From cruises to Zac Brown Band concerts , the Watt family album reveals tight bonds","From cruises to Zac Brown Band concerts , the Watt family album reveals tight bonds Which word(s) correspond to the person in the sentence? Answer: Zac Brown Band","['person', 'person']",17_06_1489.jpg
 Which word(s) correspond to the person in the sentence? ,"['Trump', 'Bill Clinton', 'Hannity']",VIDEO = & gt ; Trump Accuses Bill Clinton of Rape in Hannity Interview . . .,VIDEO = & gt ; Trump Accuses Bill Clinton of Rape in Hannity Interview . . . Which word(s) correspond to the person in the sentence? Answer: Trump,"['person', 'person', 'person']",O_2083.jpg
 Which word(s) correspond to the organization in the sentence? ,['Premier League'],How closely were you paying attention to the 2015 / 16 Premier League season ? Take our quiz :,How closely were you paying attention to the 2015 / 16 Premier League season ? Take our quiz : Which word(s) correspond to the organization in the sentence? Answer: Premier League,['organization'],16_05_15_714.jpg
 Which word(s) correspond to the person in the sentence? ,"['Alex Ovechkin', 'Mark Messier', 'NHL']",Alex Ovechkin Named Finalist for Mark Messier NHL Leadership Award,Alex Ovechkin Named Finalist for Mark Messier NHL Leadership Award Which word(s) correspond to the person in the sentence? Answer: Alex Ovechkin,"['person', 'person', 'organization']",16_05_04_141.jpg
 Which word(s) correspond to the person in the sentence? ,"['Antonio Di Natale', 'Serie A', 'Udinese']",Antonio Di Natale scores his 209 th Serie A goal on his final appearance for Udinese .,Antonio Di Natale scores his 209 th Serie A goal on his final appearance for Udinese . Which word(s) correspond to the person in the sentence? Answer: Antonio Di Natale,"['person', 'organization', 'organization']",16_05_15_181.jpg
 Which word(s) correspond to the organization in the sentence? ,"['UAB_Baseball', 'Mississippi']",ICYMI : @ UAB_Baseball has a special relationship with Mississippi boy .,ICYMI : @ UAB_Baseball has a special relationship with Mississippi boy . Which word(s) correspond to the organization in the sentence? Answer: UAB_Baseball,"['organization', 'location']",16_05_21_609.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lady Gaga', 'Twitter']","Lady Gaga on Twitter , today in 2011 . # Throwback","Lady Gaga on Twitter , today in 2011 . # Throwback Which word(s) correspond to the person in the sentence? Answer: Lady Gaga","['person', 'organization']",O_4141.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Leicester', 'Claudio Ranieri', 'Premier League']",Leicester set to offer Claudio Ranieri new contract after Premier League title -,Leicester set to offer Claudio Ranieri new contract after Premier League title - Which word(s) correspond to the organization in the sentence? Answer: Leicester,"['organization', 'person', 'organization']",16_05_10_71.jpg
 Which word(s) correspond to the organization in the sentence? ,"['nytimes', 'Chelsea Handler', 'Stephen Colbert']","nytimes : Chelsea Handler : "" Look what ’ s going on with Stephen Colbert and that show . What is that ? "" …","nytimes : Chelsea Handler : "" Look what ’ s going on with Stephen Colbert and that show . What is that ? "" … Which word(s) correspond to the organization in the sentence? Answer: nytimes","['organization', 'person', 'person']",O_4708.jpg
 Which word(s) correspond to the person in the sentence? ,"['Gigi', 'The Tonight Show starring Jimmy Fallon']",May 16 th : Gigi on The Tonight Show starring Jimmy Fallon .,May 16 th : Gigi on The Tonight Show starring Jimmy Fallon . Which word(s) correspond to the person in the sentence? Answer: Gigi,"['person', 'misceallonous']",O_1197.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jessica Lange', 'Susan Sarandon', 'Corina Marie']",Jessica Lange and Susan Sarandon photographed by Corina Marie .,Jessica Lange and Susan Sarandon photographed by Corina Marie . Which word(s) correspond to the person in the sentence? Answer: Jessica Lange,"['person', 'person', 'person']",O_347.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],What do we do to unwind after soccer clinics ? Cricket !,What do we do to unwind after soccer clinics ? Cricket ! Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_3691.jpg
 Which word(s) correspond to the person in the sentence? ,['Say Anything'],Missed a golden opportunity to wear this at the Say Anything concert .,Missed a golden opportunity to wear this at the Say Anything concert . Which word(s) correspond to the person in the sentence? Answer: Say Anything,['person'],16_05_24_664.jpg
 Which word(s) correspond to the person in the sentence? ,['Donald Trump'],Why Donald Trump Needs to Win Over Women Voters -,Why Donald Trump Needs to Win Over Women Voters - Which word(s) correspond to the person in the sentence? Answer: Donald Trump,['person'],O_573.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NHL', 'Tyler Benson']",2016 NHL Draft Prospect Profile : Tyler Benson,2016 NHL Draft Prospect Profile : Tyler Benson Which word(s) correspond to the organization in the sentence? Answer: NHL,"['organization', 'person']",16_05_29_387.jpg
 Which word(s) correspond to the person in the sentence? ,"['Michael Oher', 'NFL']",Michael Oher is latest reminder that NFL pain lasts 24 / 7 / 365,Michael Oher is latest reminder that NFL pain lasts 24 / 7 / 365 Which word(s) correspond to the person in the sentence? Answer: Michael Oher,"['person', 'organization']",17_06_8003.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['German', 'ISIS']",A German shepherd saved a whole squad from an ISIS ambush,A German shepherd saved a whole squad from an ISIS ambush Which word(s) correspond to the misceallonous in the sentence? Answer: German,"['misceallonous', 'organization']",O_4515.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kevin Durant', 'Lil B']","Any team planning on signing Kevin Durant needs to include an "" Apologize to Lil B "" clause in the contract","Any team planning on signing Kevin Durant needs to include an "" Apologize to Lil B "" clause in the contract Which word(s) correspond to the person in the sentence? Answer: Kevin Durant","['person', 'person']",O_4818.jpg
 Which word(s) correspond to the person in the sentence? ,['Taylor Swift'],STORYTIME ! I almost met Taylor Swift ? + 1989 World Tour Experience -,STORYTIME ! I almost met Taylor Swift ? + 1989 World Tour Experience - Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,['person'],O_3819.jpg
 Which word(s) correspond to the organization in the sentence? ,['NUFC'],"In hindsight , my fantasy football team name was perhaps a little optimistic # NUFC # mcclaren # mclarensmarvels","In hindsight , my fantasy football team name was perhaps a little optimistic # NUFC # mcclaren # mclarensmarvels Which word(s) correspond to the organization in the sentence? Answer: NUFC",['organization'],16_05_12_980.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'BBMAs', 'BillboardMusicAwards']",Justin Bieber makes history as the first artist to win ' Top Male Artist ' twice . # BBMAs # BillboardMusicAwards,Justin Bieber makes history as the first artist to win ' Top Male Artist ' twice . # BBMAs # BillboardMusicAwards Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,"['person', 'misceallonous', 'misceallonous']",O_1261.jpg
 Which word(s) correspond to the person in the sentence? ,"['Blake Lively', 'Ryan Reynolds']",Blake Lively and Ryan Reynolds fell in love on a double date with other people 😂 😍,Blake Lively and Ryan Reynolds fell in love on a double date with other people 😂 😍 Which word(s) correspond to the person in the sentence? Answer: Blake Lively,"['person', 'person']",O_4747.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Sunflowers are blooming in my backyard . . .,Sunflowers are blooming in my backyard . . . Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_25_386.jpg
 Which word(s) correspond to the person in the sentence? ,"['Wenger', 'Bundesliga', 'AFC']",We take a good look at the man Wenger is looking to sign from the Bundesliga # AFC,We take a good look at the man Wenger is looking to sign from the Bundesliga # AFC Which word(s) correspond to the person in the sentence? Answer: Wenger,"['person', 'organization', 'organization']",16_05_21_461.jpg
 Which word(s) correspond to the person in the sentence? ,"['Rafa Benitez', 'Newcastle', 'Premier League']",Rafa Benitez won ' t speculate over Newcastle ' s Premier League relegation -,Rafa Benitez won ' t speculate over Newcastle ' s Premier League relegation - Which word(s) correspond to the person in the sentence? Answer: Rafa Benitez,"['person', 'organization', 'organization']",16_05_08_231.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Edinburgh Festival'],Edinburgh Festival enthusiasts urged to let Fringe performers stay at their house for free,Edinburgh Festival enthusiasts urged to let Fringe performers stay at their house for free Which word(s) correspond to the misceallonous in the sentence? Answer: Edinburgh Festival,['misceallonous'],16_05_15_323.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NFL', 'Green Bay # Packers']",# NFL Three potential problems for the Green Bay # Packers,# NFL Three potential problems for the Green Bay # Packers Which word(s) correspond to the organization in the sentence? Answer: NFL,"['organization', 'organization']",16_05_25_629.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lady Gaga', 'Sonja Durham', 'GrigioGirls']",Read Lady Gaga ' s heartfelt message about her late friend Sonja Durham . 💞 # GrigioGirls,Read Lady Gaga ' s heartfelt message about her late friend Sonja Durham . 💞 # GrigioGirls Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,"['person', 'person', 'misceallonous']",O_299.jpg
 Which word(s) correspond to the location in the sentence? ,['Afghan'],Afghan girls playing soccer . Watch now on # AmazonVideo . # girlsoccer # womensoccer # football,Afghan girls playing soccer . Watch now on # AmazonVideo . # girlsoccer # womensoccer # football Which word(s) correspond to the location in the sentence? Answer: Afghan,['location'],16_05_04_625.jpg
 Which word(s) correspond to the person in the sentence? ,['Harry Styles'],these pictures of Harry Styles are a blessing,these pictures of Harry Styles are a blessing Which word(s) correspond to the person in the sentence? Answer: Harry Styles,['person'],O_3125.jpg
 Which word(s) correspond to the organization in the sentence? ,['NACC'],"As always , thanks to our hard working staff running the show at the NACC Baseball Tournament . # falconsoar","As always , thanks to our hard working staff running the show at the NACC Baseball Tournament . # falconsoar Which word(s) correspond to the organization in the sentence? Answer: NACC",['organization'],16_05_14_301.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Going to a music festival on the beach next month so I have no choice but to buy this right ?,Going to a music festival on the beach next month so I have no choice but to buy this right ? Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_02_410.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Perfect to take to the baseball games and share with the whole team . When I was pregnant . . .,Perfect to take to the baseball games and share with the whole team . When I was pregnant . . . Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_21_686.jpg
 Which word(s) correspond to the person in the sentence? ,"['Emmanuel Adebayor', 'Turkish']",Emmanuel Adebayor Signs 18 Months Deal With Turkish Football Club,Emmanuel Adebayor Signs 18 Months Deal With Turkish Football Club Which word(s) correspond to the person in the sentence? Answer: Emmanuel Adebayor,"['person', 'location']",17_01_22771.jpg
 Which word(s) correspond to the person in the sentence? ,"['Sean Hannity', 'Kim Dotcom']",Sean Hannity Invites Kim Dotcom to Host His Radio Show,Sean Hannity Invites Kim Dotcom to Host His Radio Show Which word(s) correspond to the person in the sentence? Answer: Sean Hannity,"['person', 'person']",O_2941.jpg
 Which word(s) correspond to the person in the sentence? ,"['Drewphillips', 'sighmike', 'imbribtw']",best concert with the best people 😻 ( it was awesome to meet y ' all ! ! ! ! ! @ Drewphillips @ sighmike @ imbribtw ) ),best concert with the best people 😻 ( it was awesome to meet y ' all ! ! ! ! ! @ Drewphillips @ sighmike @ imbribtw ) ) Which word(s) correspond to the person in the sentence? Answer: Drewphillips,"['person', 'person', 'person']",16_05_07_34.jpg
 Which word(s) correspond to the person in the sentence? ,"['Derek Carr', 'NFL', 'Khalil Mack']","Cap expert expects Derek Carr to become NFL ’ s highest paid player , Khalil Mack highest …","Cap expert expects Derek Carr to become NFL ’ s highest paid player , Khalil Mack highest … Which word(s) correspond to the person in the sentence? Answer: Derek Carr","['person', 'organization', 'person']",17_06_1994.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['Harry Potter', 'JK Rowling']","20 years of Harry Potter . Thank you , JK Rowling . # HarryPotter20","20 years of Harry Potter . Thank you , JK Rowling . # HarryPotter20 Which word(s) correspond to the misceallonous in the sentence? Answer: Harry Potter","['misceallonous', 'person']",O_4261.jpg
 Which word(s) correspond to the person in the sentence? ,['Wayne Dyer'],"When you judge another , you do not define them , you define yourself . - Wayne Dyer","When you judge another , you do not define them , you define yourself . - Wayne Dyer Which word(s) correspond to the person in the sentence? Answer: Wayne Dyer",['person'],O_1505.jpg
 Which word(s) correspond to the person in the sentence? ,"['Bruno Mars', 'Bruno Mars']",I really thought Bruno Mars name was actually Bruno Mars .,I really thought Bruno Mars name was actually Bruno Mars . Which word(s) correspond to the person in the sentence? Answer: Bruno Mars,"['person', 'person']",O_4276.jpg
 Which word(s) correspond to the organization in the sentence? ,['West Ham FC Football'],Watch West Ham FC Football Highlights -,Watch West Ham FC Football Highlights - Which word(s) correspond to the organization in the sentence? Answer: West Ham FC Football,['organization'],17_06_5692.jpg
 Which word(s) correspond to the location in the sentence? ,['Houston'],Posting a 3 am pic because I miss Houston and having enough money to go to concerts,Posting a 3 am pic because I miss Houston and having enough money to go to concerts Which word(s) correspond to the location in the sentence? Answer: Houston,['location'],16_05_08_164.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"6 strings barouqe style SONG Brand Concert 4 / 4 cello , powerful sound # 2211","6 strings barouqe style SONG Brand Concert 4 / 4 cello , powerful sound # 2211 Which word(s) correspond to the none in the sentence? Answer: none",['none'],17_06_9783.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Sycamore', 'Oak Hills']",We have full photo stories from the Sycamore vs Oak Hills baseball games !,We have full photo stories from the Sycamore vs Oak Hills baseball games ! Which word(s) correspond to the organization in the sentence? Answer: Sycamore,"['organization', 'organization']",16_05_02_367.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['Cy Young Days Festival', 'Jack McDowell', 'Cleveland']",Cy Young Days Festival luncheon to feature Jack McDowell # Cleveland,Cy Young Days Festival luncheon to feature Jack McDowell # Cleveland Which word(s) correspond to the misceallonous in the sentence? Answer: Cy Young Days Festival,"['misceallonous', 'person', 'organization']",17_06_7433.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Premier League', 'Stamford Bridge']",Year 8 Premier League Reading Stars enjoying their trip to Stamford Bridge yesterday .,Year 8 Premier League Reading Stars enjoying their trip to Stamford Bridge yesterday . Which word(s) correspond to the organization in the sentence? Answer: Premier League,"['organization', 'location']",16_05_05_941.jpg
 Which word(s) correspond to the person in the sentence? ,"['DjJimmyChunga', 'The Cure', 'DFW']",@ DjJimmyChunga having fun at The Cure concert tonight in DFW . Thinking of Radio Ronan # podbash,@ DjJimmyChunga having fun at The Cure concert tonight in DFW . Thinking of Radio Ronan # podbash Which word(s) correspond to the person in the sentence? Answer: DjJimmyChunga,"['person', 'person', 'location']",16_05_15_670.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Sudbury concert'],[ VIDEO ] Expect lots of energy at Sudbury concert . . .,[ VIDEO ] Expect lots of energy at Sudbury concert . . . Which word(s) correspond to the misceallonous in the sentence? Answer: Sudbury concert,['misceallonous'],16_05_01_289.jpg
